entry,at,order
"""xx @ kp-4YAuUN-"" bets 10",2025-10-25T17:21:59.858Z,176141291985800
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:21:54.923Z,176141291492300
"Turn: 9♣, A♠, 4♣ [7♣]",2025-10-25T17:21:51.612Z,176141291161200
"""yx @ e6zr8eCYWY"" folds",2025-10-25T17:21:50.809Z,176141291080900
"""黄笃读2 @ PxC4kVFJOB"" calls 4",2025-10-25T17:21:49.536Z,176141290953600
"""xx @ kp-4YAuUN-"" bets 4",2025-10-25T17:21:47.464Z,176141290746400
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:21:43.023Z,176141290302300
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:21:39.249Z,176141289924900
"Flop:  [9♣, A♠, 4♣]",2025-10-25T17:21:32.823Z,176141289282300
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:21:31.998Z,176141289199800
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:21:30.338Z,176141289033800
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:21:29.028Z,176141288902800
"""yx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-25T17:21:24.121Z,176141288412107
"""黄笃读2 @ PxC4kVFJOB"" posts a small blind of 1",2025-10-25T17:21:24.121Z,176141288412106
"Player stacks: #3 ""yx @ e6zr8eCYWY"" (962) | #4 ""xx @ kp-4YAuUN-"" (580) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1105)",2025-10-25T17:21:24.121Z,176141288412102
"-- starting hand #175 (id: ifg2mhldhhlg)  (No Limit Texas Hold'em) (dealer: ""xx @ kp-4YAuUN-"") --",2025-10-25T17:21:24.121Z,176141288412101
"The player ""ldl @ oHVA7MXVUy"" stand up with the stack of 498.",2025-10-25T17:21:24.121Z,176141288412100
"""黄笃读2 @ PxC4kVFJOB"" shows a 7♦, 2♥.",2025-10-25T17:21:19.519Z,176141287951900
"-- ending hand #174 --",2025-10-25T17:21:17.515Z,176141287751502
"""yx @ e6zr8eCYWY"" collected 21 from pot",2025-10-25T17:21:17.515Z,176141287751501
"Uncalled bet of 10 returned to ""yx @ e6zr8eCYWY""",2025-10-25T17:21:17.515Z,176141287751500
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:21:16.671Z,176141287667100
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:21:15.458Z,176141287545800
"""yx @ e6zr8eCYWY"" bets 10",2025-10-25T17:21:12.909Z,176141287290900
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:21:10.505Z,176141287050500
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:21:09.377Z,176141286937700
"Flop:  [K♠, J♦, 3♦]",2025-10-25T17:21:06.788Z,176141286678800
"""黄笃读2 @ PxC4kVFJOB"" calls 7",2025-10-25T17:21:05.922Z,176141286592200
"""xx @ kp-4YAuUN-"" calls 7",2025-10-25T17:21:04.618Z,176141286461800
"""yx @ e6zr8eCYWY"" raises to 7",2025-10-25T17:21:00.470Z,176141286047000
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:20:56.457Z,176141285645700
"""黄笃读2 @ PxC4kVFJOB"" posts a big blind of 2",2025-10-25T17:20:02.828Z,176141280282807
"""xx @ kp-4YAuUN-"" posts a small blind of 1",2025-10-25T17:20:02.828Z,176141280282806
"Your hand is 10♠, 2♦",2025-10-25T17:20:02.828Z,176141280282802
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (498) | #3 ""yx @ e6zr8eCYWY"" (948) | #4 ""xx @ kp-4YAuUN-"" (587) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1112)",2025-10-25T17:20:02.828Z,176141280282801
"-- starting hand #174 (id: v5dbz7eb0lzj)  (No Limit Texas Hold'em) (dealer: ""yx @ e6zr8eCYWY"") --",2025-10-25T17:20:02.828Z,176141280282800
"-- ending hand #173 --",2025-10-25T17:19:56.787Z,176141279678702
"""黄笃读2 @ PxC4kVFJOB"" collected 71 from pot with Two Pair, 8's & 4's (combination: 8♠, 8♥, 4♦, 4♠, 10♠)",2025-10-25T17:19:56.787Z,176141279678701
"""黄笃读2 @ PxC4kVFJOB"" shows a 10♠, 8♠.",2025-10-25T17:19:56.787Z,176141279678700
"""yx @ e6zr8eCYWY"" calls 15",2025-10-25T17:19:55.969Z,176141279596900
"""黄笃读2 @ PxC4kVFJOB"" bets 15",2025-10-25T17:19:54.401Z,176141279440100
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:19:50.853Z,176141279085300
"River: 4♦, 4♠, 9♥, 8♥ [7♦]",2025-10-25T17:19:49.074Z,176141278907400
"""黄笃读2 @ PxC4kVFJOB"" calls 10",2025-10-25T17:19:48.251Z,176141278825100
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:19:46.873Z,176141278687300
"""yx @ e6zr8eCYWY"" bets 10",2025-10-25T17:19:44.798Z,176141278479800
"Turn: 4♦, 4♠, 9♥ [8♥]",2025-10-25T17:19:42.189Z,176141278218900
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:19:41.376Z,176141278137600
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:19:39.429Z,176141277942900
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:19:36.627Z,176141277662700
"Flop:  [4♦, 4♠, 9♥]",2025-10-25T17:19:34.368Z,176141277436800
"""黄笃读2 @ PxC4kVFJOB"" calls 7",2025-10-25T17:19:33.537Z,176141277353700
"""xx @ kp-4YAuUN-"" calls 7",2025-10-25T17:19:32.340Z,176141277234000
"""yx @ e6zr8eCYWY"" raises to 7",2025-10-25T17:19:29.904Z,176141276990400
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:19:26.121Z,176141276612100
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:19:24.126Z,176141276412600
"""xx @ kp-4YAuUN-"" posts a big blind of 2",2025-10-25T17:19:22.706Z,176141276270607
"""yx @ e6zr8eCYWY"" posts a small blind of 1",2025-10-25T17:19:22.706Z,176141276270606
"Your hand is 10♦, 5♠",2025-10-25T17:19:22.706Z,176141276270602
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (498) | #3 ""yx @ e6zr8eCYWY"" (980) | #4 ""xx @ kp-4YAuUN-"" (594) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1073)",2025-10-25T17:19:22.706Z,176141276270601
"-- starting hand #173 (id: nr7wsst0iek1)  (No Limit Texas Hold'em) (dealer: ""ldl @ oHVA7MXVUy"") --",2025-10-25T17:19:22.706Z,176141276270600
"""ldl @ oHVA7MXVUy"" shows a 10♠, 7♥.",2025-10-25T17:19:18.967Z,176141275896700
"-- ending hand #172 --",2025-10-25T17:19:16.155Z,176141275615503
"""xx @ kp-4YAuUN-"" collected 15 from pot with Pair, 5's (combination: 5♥, 5♠, Q♠, J♦, 9♣)",2025-10-25T17:19:16.155Z,176141275615502
"""xx @ kp-4YAuUN-"" shows a 5♥, Q♠.",2025-10-25T17:19:16.155Z,176141275615501
"""yx @ e6zr8eCYWY"" shows a 3♣, Q♥.",2025-10-25T17:19:16.155Z,176141275615500
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:19:15.333Z,176141275533300
"""yx @ e6zr8eCYWY"" bets 2",2025-10-25T17:19:13.041Z,176141275304100
"River: J♦, 8♥, 3♥, 5♠ [9♣]",2025-10-25T17:19:11.306Z,176141275130600
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:19:10.498Z,176141275049800
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:19:09.212Z,176141274921200
"""yx @ e6zr8eCYWY"" bets 2",2025-10-25T17:19:06.519Z,176141274651900
"Turn: J♦, 8♥, 3♥ [5♠]",2025-10-25T17:19:03.944Z,176141274394400
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:19:03.134Z,176141274313400
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:19:01.765Z,176141274176500
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:18:59.471Z,176141273947100
"Flop:  [J♦, 8♥, 3♥]",2025-10-25T17:18:57.268Z,176141273726800
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:18:56.465Z,176141273646500
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:18:54.714Z,176141273471400
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:18:52.166Z,176141273216600
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:18:50.630Z,176141273063000
"""yx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-25T17:18:47.566Z,176141272756607
"""ldl @ oHVA7MXVUy"" posts a small blind of 1",2025-10-25T17:18:47.566Z,176141272756606
"Your hand is 10♠, 7♥",2025-10-25T17:18:47.566Z,176141272756602
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (499) | #3 ""yx @ e6zr8eCYWY"" (986) | #4 ""xx @ kp-4YAuUN-"" (585) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1075)",2025-10-25T17:18:47.566Z,176141272756601
"-- starting hand #172 (id: xcxqfhje1fck)  (No Limit Texas Hold'em) (dealer: ""黄笃读2 @ PxC4kVFJOB"") --",2025-10-25T17:18:47.566Z,176141272756600
"-- ending hand #171 --",2025-10-25T17:18:41.526Z,176141272152603
"""xx @ kp-4YAuUN-"" collected 109 from pot with Three of a Kind, 8's (combination: 8♥, 8♦, 8♠, A♥, Q♠)",2025-10-25T17:18:41.526Z,176141272152602
"""xx @ kp-4YAuUN-"" shows a 8♥, 8♦.",2025-10-25T17:18:41.526Z,176141272152601
"""yx @ e6zr8eCYWY"" shows a 5♦, A♠.",2025-10-25T17:18:41.526Z,176141272152600
"""xx @ kp-4YAuUN-"" calls 27",2025-10-25T17:18:40.697Z,176141272069700
"""yx @ e6zr8eCYWY"" bets 27",2025-10-25T17:18:29.140Z,176141270914000
"River: J♣, 6♣, A♥, 8♠ [Q♠]",2025-10-25T17:18:24.311Z,176141270431100
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:18:23.470Z,176141270347000
"""xx @ kp-4YAuUN-"" calls 15",2025-10-25T17:18:22.018Z,176141270201800
"""yx @ e6zr8eCYWY"" raises to 15",2025-10-25T17:18:13.463Z,176141269346300
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:18:05.241Z,176141268524100
"""xx @ kp-4YAuUN-"" bets 2",2025-10-25T17:18:02.042Z,176141268204200
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:17:53.048Z,176141267304800
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:17:50.779Z,176141267077900
"Turn: J♣, 6♣, A♥ [8♠]",2025-10-25T17:17:48.105Z,176141266810500
"""xx @ kp-4YAuUN-"" calls 5",2025-10-25T17:17:47.295Z,176141266729500
"""yx @ e6zr8eCYWY"" calls 5",2025-10-25T17:17:46.173Z,176141266617300
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:17:44.565Z,176141266456500
"""黄笃读2 @ PxC4kVFJOB"" bets 5",2025-10-25T17:17:40.345Z,176141266034500
"Flop:  [J♣, 6♣, A♥]",2025-10-25T17:17:35.553Z,176141265555300
"""ldl @ oHVA7MXVUy"" checks",2025-10-25T17:17:34.732Z,176141265473200
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:17:33.547Z,176141265354700
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:17:32.373Z,176141265237300
"""yx @ e6zr8eCYWY"" calls 2",2025-10-25T17:17:30.097Z,176141265009700
"""ldl @ oHVA7MXVUy"" posts a big blind of 2",2025-10-25T17:17:28.382Z,176141264838207
"""黄笃读2 @ PxC4kVFJOB"" posts a small blind of 1",2025-10-25T17:17:28.382Z,176141264838206
"Your hand is 9♠, 7♥",2025-10-25T17:17:28.382Z,176141264838202
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (501) | #3 ""yx @ e6zr8eCYWY"" (1035) | #4 ""xx @ kp-4YAuUN-"" (525) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1084)",2025-10-25T17:17:28.382Z,176141264838201
"-- starting hand #171 (id: kuwrh4tq765n)  (No Limit Texas Hold'em) (dealer: ""xx @ kp-4YAuUN-"") --",2025-10-25T17:17:28.382Z,176141264838200
"Undealt cards: 3♠, J♣, 7♣ [10♠, 3♣]",2025-10-25T17:17:25.864Z,176141264586400
"-- ending hand #170 --",2025-10-25T17:17:22.473Z,176141264247302
"""yx @ e6zr8eCYWY"" collected 33 from pot",2025-10-25T17:17:22.473Z,176141264247301
"Uncalled bet of 24 returned to ""yx @ e6zr8eCYWY""",2025-10-25T17:17:22.473Z,176141264247300
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:17:21.643Z,176141264164300
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:17:20.510Z,176141264051000
"""yx @ e6zr8eCYWY"" raises to 30",2025-10-25T17:17:18.320Z,176141263832000
"""黄笃读2 @ PxC4kVFJOB"" bets 6",2025-10-25T17:17:11.207Z,176141263120700
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:17:08.633Z,176141262863300
"Flop:  [3♠, J♣, 7♣]",2025-10-25T17:17:05.097Z,176141262509700
"""黄笃读2 @ PxC4kVFJOB"" calls 7",2025-10-25T17:17:04.274Z,176141262427400
"""xx @ kp-4YAuUN-"" calls 7",2025-10-25T17:17:03.154Z,176141262315400
"""yx @ e6zr8eCYWY"" raises to 7",2025-10-25T17:17:00.942Z,176141262094200
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:16:57.655Z,176141261765500
"""黄笃读2 @ PxC4kVFJOB"" posts a big blind of 2",2025-10-25T17:16:55.259Z,176141261525907
"""xx @ kp-4YAuUN-"" posts a small blind of 1",2025-10-25T17:16:55.259Z,176141261525906
"Your hand is K♦, 6♠",2025-10-25T17:16:55.259Z,176141261525902
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (501) | #3 ""yx @ e6zr8eCYWY"" (1015) | #4 ""xx @ kp-4YAuUN-"" (532) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1097)",2025-10-25T17:16:55.259Z,176141261525901
"-- starting hand #170 (id: 8pwwl2pjy1dk)  (No Limit Texas Hold'em) (dealer: ""yx @ e6zr8eCYWY"") --",2025-10-25T17:16:55.259Z,176141261525900
"Undealt cards:  [4♥, J♦, A♥, Q♥, 10♥]",2025-10-25T17:16:55.020Z,176141261502000
"-- ending hand #169 --",2025-10-25T17:16:49.265Z,176141260926502
"""yx @ e6zr8eCYWY"" collected 18 from pot",2025-10-25T17:16:49.265Z,176141260926501
"Uncalled bet of 14 returned to ""yx @ e6zr8eCYWY""",2025-10-25T17:16:49.265Z,176141260926500
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:16:48.455Z,176141260845500
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:16:47.324Z,176141260732400
"""yx @ e6zr8eCYWY"" raises to 22",2025-10-25T17:16:45.016Z,176141260501600
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:16:41.181Z,176141260118100
"""黄笃读2 @ PxC4kVFJOB"" raises to 8",2025-10-25T17:16:40.071Z,176141260007100
"""xx @ kp-4YAuUN-"" posts a big blind of 2",2025-10-25T17:16:36.807Z,176141259680707
"""yx @ e6zr8eCYWY"" posts a small blind of 1",2025-10-25T17:16:36.807Z,176141259680706
"Your hand is 7♦, 3♥",2025-10-25T17:16:36.807Z,176141259680702
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (501) | #3 ""yx @ e6zr8eCYWY"" (1005) | #4 ""xx @ kp-4YAuUN-"" (534) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1105)",2025-10-25T17:16:36.807Z,176141259680701
"-- starting hand #169 (id: l4so1qdpamdd)  (No Limit Texas Hold'em) (dealer: ""ldl @ oHVA7MXVUy"") --",2025-10-25T17:16:36.807Z,176141259680700
"-- ending hand #168 --",2025-10-25T17:16:33.846Z,176141259384602
"""yx @ e6zr8eCYWY"" collected 9 from pot",2025-10-25T17:16:33.846Z,176141259384601
"Uncalled bet of 2 returned to ""yx @ e6zr8eCYWY""",2025-10-25T17:16:33.846Z,176141259384600
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:16:33.027Z,176141259302700
"""yx @ e6zr8eCYWY"" bets 2",2025-10-25T17:16:31.868Z,176141259186800
"River: 8♠, 9♥, 4♣, 5♥ [7♣]",2025-10-25T17:16:26.079Z,176141258607900
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:16:25.267Z,176141258526700
"""yx @ e6zr8eCYWY"" bets 2",2025-10-25T17:16:20.991Z,176141258099100
"Turn: 8♠, 9♥, 4♣ [5♥]",2025-10-25T17:16:17.035Z,176141257703500
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:16:16.194Z,176141257619400
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:16:03.830Z,176141256383000
"Flop:  [8♠, 9♥, 4♣]",2025-10-25T17:16:01.847Z,176141256184700
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:16:00.975Z,176141256097500
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:15:58.756Z,176141255875600
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:15:56.898Z,176141255689800
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:15:55.750Z,176141255575000
"""yx @ e6zr8eCYWY"" posts a big blind of 2",2025-10-25T17:15:51.219Z,176141255121907
"""ldl @ oHVA7MXVUy"" posts a small blind of 1",2025-10-25T17:15:51.219Z,176141255121906
"Your hand is Q♠, 7♦",2025-10-25T17:15:51.219Z,176141255121902
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (502) | #3 ""yx @ e6zr8eCYWY"" (1000) | #4 ""xx @ kp-4YAuUN-"" (538) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1105)",2025-10-25T17:15:51.219Z,176141255121901
"-- starting hand #168 (id: tahsnyb134w0)  (No Limit Texas Hold'em) (dealer: ""黄笃读2 @ PxC4kVFJOB"") --",2025-10-25T17:15:51.219Z,176141255121900
"Undealt cards: Q♦, J♦, 9♣ [Q♣, J♠]",2025-10-25T17:15:47.133Z,176141254713300
"-- ending hand #167 --",2025-10-25T17:15:45.287Z,176141254528702
"""ldl @ oHVA7MXVUy"" collected 8 from pot",2025-10-25T17:15:45.287Z,176141254528701
"Uncalled bet of 6 returned to ""ldl @ oHVA7MXVUy""",2025-10-25T17:15:45.287Z,176141254528700
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:15:44.472Z,176141254447200
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:15:43.288Z,176141254328800
"""yx @ e6zr8eCYWY"" folds",2025-10-25T17:15:42.152Z,176141254215200
"""ldl @ oHVA7MXVUy"" bets 6",2025-10-25T17:15:40.857Z,176141254085700
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:15:35.746Z,176141253574600
"Flop:  [Q♦, J♦, 9♣]",2025-10-25T17:15:31.167Z,176141253116700
"""ldl @ oHVA7MXVUy"" checks",2025-10-25T17:15:30.355Z,176141253035500
"""黄笃读2 @ PxC4kVFJOB"" calls 2",2025-10-25T17:15:28.737Z,176141252873700
"""xx @ kp-4YAuUN-"" calls 2",2025-10-25T17:15:27.389Z,176141252738900
"""yx @ e6zr8eCYWY"" calls 2",2025-10-25T17:15:23.495Z,176141252349500
"""ldl @ oHVA7MXVUy"" posts a big blind of 2",2025-10-25T17:15:21.867Z,176141252186707
"""黄笃读2 @ PxC4kVFJOB"" posts a small blind of 1",2025-10-25T17:15:21.867Z,176141252186706
"Your hand is 8♦, Q♠",2025-10-25T17:15:21.867Z,176141252186702
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (496) | #3 ""yx @ e6zr8eCYWY"" (1002) | #4 ""xx @ kp-4YAuUN-"" (540) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1107)",2025-10-25T17:15:21.867Z,176141252186701
"-- starting hand #167 (id: ahzjqewbx4pn)  (No Limit Texas Hold'em) (dealer: ""xx @ kp-4YAuUN-"") --",2025-10-25T17:15:21.867Z,176141252186700
"Undealt cards:  [A♣, K♦, J♥, 4♠, Q♠]",2025-10-25T17:15:18.464Z,176141251846400
"-- ending hand #166 --",2025-10-25T17:15:15.928Z,176141251592802
"""xx @ kp-4YAuUN-"" collected 8 from pot",2025-10-25T17:15:15.928Z,176141251592801
"Uncalled bet of 8 returned to ""xx @ kp-4YAuUN-""",2025-10-25T17:15:15.928Z,176141251592800
"""yx @ e6zr8eCYWY"" folds",2025-10-25T17:15:15.124Z,176141251512400
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:15:13.300Z,176141251330000
"""黄笃读2 @ PxC4kVFJOB"" folds",2025-10-25T17:15:12.187Z,176141251218700
"""xx @ kp-4YAuUN-"" raises to 10",2025-10-25T17:15:08.850Z,176141250885000
"""yx @ e6zr8eCYWY"" calls 2",2025-10-25T17:15:05.222Z,176141250522200
"""ldl @ oHVA7MXVUy"" calls 2",2025-10-25T17:15:03.869Z,176141250386900
"""黄笃读2 @ PxC4kVFJOB"" posts a big blind of 2",2025-10-25T17:15:00.615Z,176141250061507
"""xx @ kp-4YAuUN-"" posts a small blind of 1",2025-10-25T17:15:00.615Z,176141250061506
"Your hand is 8♣, 9♠",2025-10-25T17:15:00.615Z,176141250061502
"Player stacks: #1 ""ldl @ oHVA7MXVUy"" (498) | #3 ""yx @ e6zr8eCYWY"" (1004) | #4 ""xx @ kp-4YAuUN-"" (534) | #9 ""黄笃读2 @ PxC4kVFJOB"" (1109)",2025-10-25T17:15:00.615Z,176141250061501
"-- starting hand #166 (id: 3yfdqmdchuur)  (No Limit Texas Hold'em) (dealer: ""yx @ e6zr8eCYWY"") --",2025-10-25T17:15:00.615Z,176141250061500
"-- ending hand #165 --",2025-10-25T17:14:57.680Z,176141249768002
"""黄笃读2 @ PxC4kVFJOB"" collected 56 from pot",2025-10-25T17:14:57.680Z,176141249768001
"Uncalled bet of 20 returned to ""黄笃读2 @ PxC4kVFJOB""",2025-10-25T17:14:57.680Z,176141249768000
"""ldl @ oHVA7MXVUy"" folds",2025-10-25T17:14:56.868Z,176141249686800
"""黄笃读2 @ PxC4kVFJOB"" bets 20",2025-10-25T17:14:53.540Z,176141249354000
"River: 3♠, K♣, 6♣, 9♦ [10♦]",2025-10-25T17:14:47.675Z,176141248767500
"""ldl @ oHVA7MXVUy"" checks",2025-10-25T17:14:46.855Z,176141248685500
"""黄笃读2 @ PxC4kVFJOB"" checks",2025-10-25T17:14:45.357Z,176141248535700
"Turn: 3♠, K♣, 6♣ [9♦]",2025-10-25T17:14:39.072Z,176141247907200
"""xx @ kp-4YAuUN-"" folds",2025-10-25T17:14:38.258Z,176141247825800
"""yx @ e6zr8eCYWY"" folds",2025-10-25T17:14:32.454Z,176141247245400
"""ldl @ oHVA7MXVUy"" calls 14",2025-10-25T17:14:31.099Z,176141247109900
"""黄笃读2 @ PxC4kVFJOB"" bets 14",2025-10-25T17:14:29.254Z,176141246925400
"""xx @ kp-4YAuUN-"" checks",2025-10-25T17:14:24.621Z,176141246462100
"""yx @ e6zr8eCYWY"" checks",2025-10-25T17:14:21.869Z,176141246186900
